Código|Valor|Etiqueta
AGR_OCUP|2622|Bibliotecarios, documentalistas y afines
AGR_OCUP|2631|Economistas
AGR_OCUP|2632|Sociólogos, antropólogos y afines
AGR_OCUP|2633|Filósofos, historiadores y especialistas en ciencias políticas
AGR_OCUP|2634| Psicólogos
AGR_OCUP|2635|Profesionales del trabajo social
AGR_OCUP|2636|Profesionales religiosos
AGR_OCUP|2641|Autores y otros escritores
AGR_OCUP|2642|Periodistas
AGR_OCUP|2643|Traductores, intérpretes y lingüistas
AGR_OCUP|2651| Artistas de artes plásticas
AGR_OCUP|2652|Músicos, cantantes y compositores
AGR_OCUP|2653|Bailarines y coreógrafos
AGR_OCUP|2654|Directores de cine, de teatro y afines
AGR_OCUP|2655|Actores
AGR_OCUP|2656|Locutores de radio, televisión y otros medios de comunicación
AGR_OCUP|2659|Artistas creativos e interpretativos no clasificados bajo otros epígrafes
AGR_OCUP|3111|Técnicos en ciencias físicas y químicas
AGR_OCUP|3112|Técnicos en ingeniería civil
AGR_OCUP|3113|Electrotécnicos
AGR_OCUP|3114|Técnicos en electrónica
AGR_OCUP|3115|Técnicos en ingeniería mecánica
AGR_OCUP|3116|Técnicos en química industrial
AGR_OCUP|3117|Técnicos en ingeniería de minas y metalurgia
AGR_OCUP|3118|Delineantes y dibujantes técnicos
AGR_OCUP|3119|Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes
AGR_OCUP|3121|Supervisores en ingeniería de minas
AGR_OCUP|3122|Supervisores de industrias manufactureras
AGR_OCUP|3123|Supervisores de la construcción
AGR_OCUP|3131|Operadores de instalaciones de producción de energía
AGR_OCUP|3132|Operadores de incineradores, instalaciones de tratamiento de agua y afines
AGR_OCUP|3133|Controladores de instalaciones de procesamiento de productos químicos
AGR_OCUP|3134|Operadores de instalaciones de refinación de petróleo y gas natural
AGR_OCUP|3135|Controladores de procesos de producción de metales
AGR_OCUP|3139|Técnicos en control de procesos no clasificados bajo otros epígrafes
AGR_OCUP|3141|Técnicos en ciencias biológicas (excluyendo la medicina)
AGR_OCUP|3142|Técnicos agropecuarios
AGR_OCUP|3143|Técnicos forestales
AGR_OCUP|3151|Oficiales maquinistas en navegación
AGR_OCUP|3152|Capitanes, oficiales de cubierta y prácticos
AGR_OCUP|3153|Pilotos de aviación y afines
AGR_OCUP|3154|Controladores de tráfico aéreo
AGR_OCUP|3155|Técnicos en seguridad aeronáutica
AGR_OCUP|3211|Técnicos en aparatos de diagnóstico y tratamiento médico
AGR_OCUP|3212|Técnicos de laboratorios médicos
AGR_OCUP|3213|Técnicos y asistentes farmacéuticos
AGR_OCUP|3214|Técnicos de prótesis médicas y dentales
AGR_OCUP|3221|Profesionales de nivel medio de enfermería
AGR_OCUP|3222|Profesionales de nivel medio de partería
AGR_OCUP|3230|Profesionales de nivel medio de medicina tradicional y alternativa
AGR_OCUP|3240|Técnicos y asistentes veterinarios
AGR_OCUP|3251|Dentistas auxiliares y ayudantes de odontología
AGR_OCUP|3252|Técnicos en documentación sanitaria
AGR_OCUP|3253|Trabajadores comunitarios de la salud
AGR_OCUP|3254|Técnicos en optometría y ópticos
AGR_OCUP|3255|Técnicos y asistentes fisioterapeutas
AGR_OCUP|3256|Practicantes y asistentes médicos
AGR_OCUP|3257|Inspectores de la salud laboral, medioambiental y afines
AGR_OCUP|3258|Ayudantes de ambulancias
AGR_OCUP|3259|Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes
AGR_OCUP|3311|Agentes de bolsa, cambio y otros servicios financieros
AGR_OCUP|3312|Oficiales de préstamos y créditos
AGR_OCUP|3313|Tenedores de libros
AGR_OCUP|3314|Profesionales de nivel medio de servicios estadísticos, matemáticos y afines
AGR_OCUP|3315|Tasadores
AGR_OCUP|3321|Agentes de seguros
AGR_OCUP|3322|Representantes comerciales
AGR_OCUP|3323|Agentes de compras
AGR_OCUP|3324|Agentes de compras y consignatarios
AGR_OCUP|3331|Declarantes o gestores de aduana
AGR_OCUP|3332|Organizadores de conferencias y eventos
AGR_OCUP|3333|Agentes de empleo y contratistas de mano de obra
AGR_OCUP|3334|Agentes inmobiliarios
AGR_OCUP|3339|Agentes de servicios comerciales no clasificados bajo otros epígrafes
AGR_OCUP|3341|Supervisores de secretaría
AGR_OCUP|3342|Secretarios jurídicos
AGR_OCUP|3343|Secretarios administrativos y ejecutivos
AGR_OCUP|3344|Secretarios médicos
AGR_OCUP|3351|Agentes de aduana e inspectores de fronteras
AGR_OCUP|3352|Agentes de administración tributaria
AGR_OCUP|3353|Agentes de servicios de seguridad social
AGR_OCUP|3354|Agentes de servicios de expedición de licencias y permisos
AGR_OCUP|3355|Inspectores de policía y detectives
AGR_OCUP|3359|Agentes de la administración pública para la aplicación de la ley y afines no clasificados bajo otros epígrafes
AGR_OCUP|3411|Profesionales de nivel medio del derecho y servicios legales y afines
AGR_OCUP|3412|Trabajadores y asistentes sociales de nivel medio
AGR_OCUP|3413|Auxiliares laicos de las religiones
AGR_OCUP|3421|Atletas y deportistas
AGR_OCUP|3422|Entrenadores, instructores y árbitros de actividades deportivas
AGR_OCUP|3423|Instructores de educación física y actividades recreativas
AGR_OCUP|3431|Fotógrafos
AGR_OCUP|3432|Diseñadores y decoradores de interior
AGR_OCUP|3433|Técnicos en galerías de arte, museos y bibliotecas
AGR_OCUP|3434|Chefs
AGR_OCUP|3435|Otros profesionales de nivel medio en actividades culturales y artistas
AGR_OCUP|3511|Técnicos en operaciones de tecnología de la información y las comunicaciones
AGR_OCUP|3512|Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones
AGR_OCUP|3513|Técnicos en redes y sistemas de computadores
AGR_OCUP|3514|Técnicos de la web
AGR_OCUP|3521|Técnicos de radiodifusión y grabación audio visual
AGR_OCUP|3522|Técnicos de ingeniería de las telecomunicaciones
AGR_OCUP|4110|Oficinistas generales
AGR_OCUP|4120|Secretarios (general)
AGR_OCUP|4131|Operadores de máquinas de procesamiento de texto y mecanógrafos
AGR_OCUP|4132|Grabadores de datos
AGR_OCUP|4211|Cajeros de bancos y afines
AGR_OCUP|4212|Receptores de apuestas y afines
AGR_OCUP|4213|Prestamistas
AGR_OCUP|4214|Cobradores y afines
AGR_OCUP|4221|Empleados de agencias de viajes
AGR_OCUP|4222|Empleados de centros de llamadas
AGR_OCUP|4223|Telefonistas
AGR_OCUP|4224|Recepcionistas de hoteles
AGR_OCUP|4225|Empleados de ventanillas de informaciones
AGR_OCUP|4226|Recepcionistas (general)
AGR_OCUP|4227|Entrevistadores de encuestas y de investigaciones de mercados
AGR_OCUP|4229|Empleados de servicios de información al cliente no clasificados bajo otros epígrafes
AGR_OCUP|4311|Empleados de contabilidad y cálculo de costos
AGR_OCUP|4312|Empleados de servicios estadísticos, financieros y de seguros
AGR_OCUP|4313|Empleados encargados de las nóminas
AGR_OCUP|4321|Empleados de control de abastecimientos e inventario
AGR_OCUP|4322|Empleados de servicios de apoyo a la producción
AGR_OCUP|4323|Empleados de servicios de transporte
AGR_OCUP|4411|Empleados de bibliotecas
AGR_OCUP|4412|Empleados de servicios de correos
AGR_OCUP|4413|Codificadores de datos, correctores de pruebas de imprenta y afines
AGR_OCUP|4414|Escribientes públicos y afines
AGR_OCUP|4415|Empleados de archivos
AGR_OCUP|4416|Empleados del servicio de personal
AGR_OCUP|4419|Personal de apoyo administrativo no clasificado bajo otros epígrafes
AGR_OCUP|5111|Auxiliares de servicio de abordo
AGR_OCUP|5112|Revisores y cobradores de los transportes públicos
AGR_OCUP|5113|Guías de turismo
AGR_OCUP|5120|Cocineros
AGR_OCUP|5131|Camareros de mesas
AGR_OCUP|5132|Camareros de barra
AGR_OCUP|5141|Peluqueros
AGR_OCUP|5142|Especialistas en tratamientos de belleza y afines
AGR_OCUP|5151|Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos
AGR_OCUP|5152|Ecónomos y mayordomos domésticos
AGR_OCUP|5153|Conserjes
AGR_OCUP|5161|Astrólogos, adivinadores y afines
AGR_OCUP|5162|Acompañantes y ayudantes de cámara
AGR_OCUP|5163|Personal de pompas fúnebres y embalsamadores
AGR_OCUP|5164|Cuidadores de animales
AGR_OCUP|5165|Instructores de autoescuela
AGR_OCUP|5169|Trabajadores de servicios personales no clasificados bajo otros epígrafes
AGR_OCUP|5211|Vendedores de quioscos y de puestos de mercado
AGR_OCUP|5212|Vendedores ambulantes de productos comestibles
AGR_OCUP|5221|Comerciantes de tiendas
AGR_OCUP|5222|Supervisores de tiendas y almacenes
AGR_OCUP|5223|Asistentes de venta de tiendas y almacenes
AGR_OCUP|5230|Cajeros y expendedores de billetes
AGR_OCUP|5241|Modelos de moda, arte y publicidad
AGR_OCUP|5242|Demostradores de tiendas
AGR_OCUP|5243|Vendedores puerta a puerta
AGR_OCUP|5244|Vendedores por teléfono
AGR_OCUP|5245|Expendedores de gasolineras
AGR_OCUP|5246|Vendedores de comidas al mostrador
AGR_OCUP|5249|Vendedores no clasificados bajo otros epígrafes
AGR_OCUP|5311|Cuidadores de niños
AGR_OCUP|5312|Auxiliares de maestros
AGR_OCUP|5321|Trabajadores de los cuidados personales en instituciones
AGR_OCUP|5322|Trabajadores de los cuidados personales a domicilio
AGR_OCUP|5329|Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes
AGR_OCUP|5411|Bomberos
AGR_OCUP|5412|Policías
AGR_OCUP|5413|Guardianes de prisión
AGR_OCUP|5414|Guardias de protección
AGR_OCUP|5419|Personal de los servicios de protección no clasificados bajo otros epígrafes
AGR_OCUP|6111|Agricultores y trabajadores calificados de cultivos extensivos
AGR_OCUP|6112|Agricultores y trabajadores calificados de plantaciones de árboles y arbustos
AGR_OCUP|6113|Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines
AGR_OCUP|6114|Agricultores y trabajadores calificados de cultivos mixtos 
AGR_OCUP|6121|Criadores de ganado
AGR_OCUP|6122|Avicultores y trabajadores calificados de la avicultura
AGR_OCUP|6123|Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura
AGR_OCUP|6129|Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes
AGR_OCUP|6130|Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado
AGR_OCUP|6210|Trabajadores forestales calificados y afines
AGR_OCUP|6221|Trabajadores de explotaciones de acuicultura
AGR_OCUP|6222|Pescadores de agua dulce y en aguas costeras
AGR_OCUP|6223|Pescadores de alta mar
AGR_OCUP|6224|Cazadores y tramperos
AGR_OCUP|6310|Trabajadores agrícolas de subsistencia
AGR_OCUP|6320|Trabajadores pecuarios de subsistencia
AGR_OCUP|6330|Trabajadores agropecuarios de subsistencia
AGR_OCUP|6340|Pescadores, cazadores, tramperos y recolectores de subsistencia
AGR_OCUP|7111|Constructores de casas
AGR_OCUP|7112|Albañiles
AGR_OCUP|7113|Mamposteros, tronzadores, labrantes y grabadores de piedra
AGR_OCUP|7114|Operarios en cemento armado, enfoscadores y afines
AGR_OCUP|7115|Carpinteros de armar y de obra blanca
AGR_OCUP|7119|Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes
AGR_OCUP|7121|Techadores
AGR_OCUP|7122|Parqueteros y colocadores de suelos
AGR_OCUP|7123|Revocadores
AGR_OCUP|7124|Instaladores de material aislante y de insonorización
AGR_OCUP|7125|Cristaleros
AGR_OCUP|7126|Fontaneros e instaladores de tuberías
AGR_OCUP|7127|Mecánicos-montadores de instalaciones de refrigeración y climatización
AGR_OCUP|7131|Pintores y empapeladores
AGR_OCUP|7132|Barnizadores y afines
AGR_OCUP|7133|Limpiadores de fachadas y deshollinadores
AGR_OCUP|7211|Moldeadores y macheros
AGR_OCUP|7212|Soldadores y oxicortadores
AGR_OCUP|7213|Chapistas y caldereros
AGR_OCUP|7214|Montadores de estructuras metálicas
AGR_OCUP|7215|Aparejadores y empalmadores de cables
AGR_OCUP|7221|Herreros y forjadores
AGR_OCUP|7222|Herramentistas y afines
AGR_OCUP|7223|Reguladores y operadores de máquinas herramientas
AGR_OCUP|7224|Pulidores de metales y afiladores de herramientas
AGR_OCUP|7231|Mecánicos y reparadores de vehículos de motor
AGR_OCUP|7232|Mecánicos y reparadores de motores de avión
AGR_OCUP|7233|Mecánicos y reparadores de máquinas agrícolas e industriales
AGR_OCUP|7234|Reparadores de bicicletas y afines
AGR_OCUP|7311|Mecánicos y reparadores de instrumentos de precisión
AGR_OCUP|7312|Fabricantes y afinadores de instrumentos musicales
AGR_OCUP|7313|Joyeros, orfebres y plateros
AGR_OCUP|7314|Alfareros y afines (barro, arcilla y abrasivos)
AGR_OCUP|7315|Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio
AGR_OCUP|7316|Redactores de carteles, pintores decorativos y grabadores
AGR_OCUP|7317|Artesanos en madera, cestería y materiales similares
AGR_OCUP|7318|Artesanos de los tejidos, el cuero y materiales similares
AGR_OCUP|7319|Artesanos no clasificados bajo otros epígrafes
AGR_OCUP|7321|Cajistas, tipógrafos y afines
AGR_OCUP|7322|Impresores
AGR_OCUP|7323|Encuadernadores y afines
AGR_OCUP|7411|Electricistas de obras y afines
AGR_OCUP|7412|Mecánicos y ajustadores electricistas
AGR_OCUP|7413|Instaladores y reparadores de líneas eléctricas
AGR_OCUP|7421|Mecánicos y reparadores en electrónica
AGR_OCUP|7422|Instaladores y reparadores en tecnología de la información y las comunicaciones
AGR_OCUP|7511|Carniceros, pescaderos y afines
AGR_OCUP|7512|Panaderos, pasteleros y confiteros
AGR_OCUP|7513|Operarios de la elaboración de productos lácteos
AGR_OCUP|7514|Operarios de la conservación de frutas, legumbres, verduras y afines
AGR_OCUP|7515|Catadores y clasificadores de alimentos y bebidas
AGR_OCUP|7516|Preparadores y elaboradores de tabaco y sus productos
AGR_OCUP|7521|Operarios del tratamiento de la madera
AGR_OCUP|7522|Ebanistas y afines
AGR_OCUP|7523|Reguladores y operadores de máquinas de labrar madera
AGR_OCUP|7531|Sastres, modistos, peleteros y sombrereros
AGR_OCUP|7532|Patronistas y cortadores de tela y afines
AGR_OCUP|7533|Costureros, bordadores y afines
AGR_OCUP|7534|Tapiceros, colchoneros y afines
AGR_OCUP|7535|Apelambradores, pellejeros y curtidores
AGR_OCUP|7536|Zapateros y afines
AGR_OCUP|7541|Buzos
AGR_OCUP|7542|Dinamiteros y pegadores
AGR_OCUP|7543|Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
AGR_OCUP|7544|Fumigadores y otros controladores de plagas y malas hierbas
AGR_OCUP|7549|Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes
AGR_OCUP|8111|Mineros y operadores de instalaciones mineras
AGR_OCUP|8112|Operadores de instalaciones de procesamiento de minerales y rocas
AGR_OCUP|8113|Perforadores y sondistas de pozos y afines
AGR_OCUP|8114|Operadores de máquinas para fabricar cemento y otros productos minerales
AGR_OCUP|8121|Operadores de instalaciones de procesamiento de metales
AGR_OCUP|8122|Operadores de máquinas pulidoras, galvanizadoras y recubridoras  de metales
AGR_OCUP|8131|Operadores de plantas y máquinas de productos químicos
AGR_OCUP|8132|Operadores de máquinas para fabricar productos fotográficos
AGR_OCUP|8141|Operadores de máquinas para fabricar productos de caucho
AGR_OCUP|8142|Operadores de máquinas para fabricar productos de material plástico
AGR_OCUP|8143|Operadores de máquinas para fabricar productos de papel
AGR_OCUP|8151|Operadores de máquinas de preparación de fibras, hilado y devanado
AGR_OCUP|8152|Operadores de telares y otras máquinas tejedoras
AGR_OCUP|8153|Operadores de máquinas de coser
AGR_OCUP|8154|Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos
AGR_OCUP|8155|Operadores de máquinas de tratamiento de pieles y cueros
AGR_OCUP|8156|Operadores de máquinas para la fabricación de calzado y afines
AGR_OCUP|8157|Operadores de máquinas lavarropas
AGR_OCUP|8159|Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes
AGR_OCUP|8160|Operadores de máquinas para elaborar alimentos y productos afines
AGR_OCUP|8171|Operadores de instalaciones para la preparación de pasta para papel y papel
AGR_OCUP|8172|Operadores de instalaciones de procesamiento de la madera
AGR_OCUP|8181|Operadores de instalaciones de vidriería y cerámica
AGR_OCUP|8182|Operadores de máquinas de vapor y calderas
AGR_OCUP|8183|Operadores de máquinas de embalaje, embotellamiento y etiquetado
AGR_OCUP|8189|Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes
AGR_OCUP|8211|Ensambladores de maquinaria mecánica
AGR_OCUP|8212|Ensambladores de equipos eléctricos y electrónicos
AGR_OCUP|8219|Ensambladores no clasificados bajo otros epígrafes
AGR_OCUP|8311|Maquinistas de locomotoras
AGR_OCUP|8312|Guardafrenos, guardagujas y agentes de maniobras
AGR_OCUP|8321|Conductores de motocicletas
AGR_OCUP|8322|Conductores de automóviles, taxis y camionetas
AGR_OCUP|8331|Conductores de autobuses y tranvías
AGR_OCUP|8332|Conductores de camiones pesados
AGR_OCUP|8341|Operadores de maquinaria agrícola y forestal móvil
AGR_OCUP|8342|Operadores de máquinas de movimiento de tierras y afines
AGR_OCUP|8343|Operadores de grúas, aparatos elevadores y afines
AGR_OCUP|8344|Operadores de autoelevadoras
AGR_OCUP|8350|Marineros de cubierta y afines
AGR_OCUP|9111|Limpiadores y asistentes domésticos
AGR_OCUP|9112|Limpiadores y asistentes de oficinas, hoteles y otros establecimientos
AGR_OCUP|9113|Personal doméstico
AGR_OCUP|9121|Lavanderos y planchadores manuales
AGR_OCUP|9122|Lavadores de vehículos
AGR_OCUP|9123|Lavadores de ventanas
AGR_OCUP|9129|Otro personal de limpieza
AGR_OCUP|9211|Peones de explotaciones agrícolas
AGR_OCUP|9212|Peones de explotaciones ganaderas
AGR_OCUP|9213|Peones de explotaciones de cultivos mixtos y ganaderos
AGR_OCUP|9214|Peones de jardinería y horticultura
AGR_OCUP|9215|Peones forestales
AGR_OCUP|9216|Peones de pesca y acuicultura
AGR_OCUP|9311|Peones de minas y canteras
AGR_OCUP|9312|Peones de obras públicas y mantenimiento
AGR_OCUP|9313|Peones de la construcción de edificios
AGR_OCUP|9321|Empacadores manuales
AGR_OCUP|9329|Peones de la industria manufacturera no clasificados bajo otros epígrafes
AGR_OCUP|9331|Conductores de vehículos accionados a pedal o a brazo
AGR_OCUP|9332|Conductores de vehículos y máquinas de tracción animal
AGR_OCUP|9333|Peones de carga
AGR_OCUP|9334|Reponedores de estanterías
AGR_OCUP|9411|Cocineros de comidas rápidas
AGR_OCUP|9412|Ayudantes de cocina
AGR_OCUP|9510|Trabajadores ambulantes de servicios y afines
AGR_OCUP|9520|Vendedores ambulantes (excluyendo de comida)
AGR_OCUP|9611|Recolectores de basura y material reciclable
AGR_OCUP|9612|Clasificadores de desechos
AGR_OCUP|9613|Barrenderos y afines
AGR_OCUP|9621|Mensajeros, mandaderos, maleteros y repartidores
AGR_OCUP|9622|Personas que realizan trabajos varios
AGR_OCUP|9623|Recolectores de dinero en aparatos de venta automática y lectores de medidores
AGR_OCUP|9624|Acarreadores de agua y recolectores de leña
AGR_OCUP|9629|Ocupaciones elementales no clasificadas bajo otros epígrafes
AGR_OCUP|110|Oficiales de las fuerzas armadas
AGR_OCUP|210|Suboficiales de las fuerzas armadas
AGR_OCUP|310|Otros miembros de las fuerzas armadas
AGR_OCUP|9998|Ocupaciones no especificadas en las anteriores
AGR_OCUP|9999|Ocupación ignorada
AGR_DEDICA|1|Quehaceres del hogar
AGR_DEDICA|2|Vive de su renta o jubilación 
AGR_DEDICA|3|Estudiar
AGR_DEDICA|4|Desempleado
AGR_DEDICA|6|Otro
AGR_DEDICA|9|Ignorado
INST_DENUN_HECHO|1|Ministerio Público
INST_DENUN_HECHO|2|Procuraduría General de la Nación
INST_DENUN_HECHO|3|Policía Nacional Civil
INST_DENUN_HECHO|4|Organismo Judicial
INST_DENUN_HECHO|5|Bufetes Populares
INST_DENUN_HECHO|6|Procuraduría de los Derechos Humanos
ORGANISMO_JURISDICCIONAL|1|Juzgados de Paz
ORGANISMO_JURISDICCIONAL|2|Juzgados de Paz Comunitarios
ORGANISMO_JURISDICCIONAL|3|Juzgados de Paz Penal 
ORGANISMO_JURISDICCIONAL|4|Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas 
ORGANISMO_JURISDICCIONAL|5|Juzgados de Paz Penal de Turno/24horas
ORGANISMO_JURISDICCIONAL|6|Juzgados de Paz Móvil
ORGANISMO_JURISDICCIONAL|7|Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)
ORGANISMO_JURISDICCIONAL|8|Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente
ORGANISMO_JURISDICCIONAL|9|Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas
ORGANISMO_JURISDICCIONAL|10|Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de  Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas
ORGANISMO_JURISDICCIONAL|11|Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia contra la Mujer
ORGANISMO_JURISDICCIONAL|12|Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente
ORGANISMO_JURISDICCIONAL|13|Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
ORGANISMO_JURISDICCIONAL|14|Juzgados de Primera Instancia Ramo Mixto
ORGANISMO_JURISDICCIONAL|15|Juzgados de Primera Instancia de Familia
ORGANISMO_JURISDICCIONAL|16|Juzgados de Adolescentes en Conflicto con la Ley Penal
CONDUCENTE|1|Si
CONDUCENTE|2|No
CONDUCENTE|9|Ignorado
LEY_APLICABLE|1|Ley VIF ó Decreto 97-96
LEY_APLICABLE|2|Ley VCM ó Decreto 22-2008
LEY_APLICABLE|3|Ambas leyes (VIF y VCM)
LEY_APLICABLE|4|Código Penal ó Decreto 17-73
LEY_APLICABLE|5|Otra
LEY_APLICABLE|6|Ley VIF y Código Penal 
LEY_APLICABLE|9|Ignorado
MEDIDAS_SEGURIDAD|1|Medidas otorgadas
MEDIDAS_SEGURIDAD|2|Medidas no otorgadas
MEDIDAS_SEGURIDAD|9|Ignorado
ORGANISMO_REMITE|1|Juzgados de Paz
ORGANISMO_REMITE|2|Juzgados de Paz Comunitarios
ORGANISMO_REMITE|3|Juzgados de Paz Penal 
ORGANISMO_REMITE|4|Juzgado de Paz Penal de Conocimiento a Prevención de Delitos de Narcotráfico, Defraudación y Contrabando Aduanero, Violencia Sexual, Explotación y Trata de Personas 
ORGANISMO_REMITE|5|Juzgados de Paz Penal de Turno/24horas
ORGANISMO_REMITE|6|Juzgados de Paz Móvil
ORGANISMO_REMITE|7|Juzgado de Paz con Competencia Específica para la Protección en Materia de Violencia Intrafamiliar, y de Niñez y Adolescencia Amenazada o Violada en sus Derechos (de turno)
ORGANISMO_REMITE|8|Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente
ORGANISMO_REMITE|9|Juzgados de Primera Instancia Penal, Narcoactividad y Delitos contra el Ambiente de Turno/24 horas
ORGANISMO_REMITE|10|Juzgado de Turno de Primera Instancia Penal de Delitos de Femicidio y otras formas de  Violencia contra la contra la Mujer y Violencia Sexual, Explotación y Trata de Personas
ORGANISMO_REMITE|11|Juzgados de Primera Instancia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
ORGANISMO_REMITE|12|Tribunales de Sentencia Penal, Narcoactividad y Delitos contra el Ambiente
ORGANISMO_REMITE|13|Tribunales de Sentencia Penal de Delitos de Femicidio y otras formas de Violencia en contra de la Mujer
ORGANISMO_REMITE|14|Juzgados de Primera Instancia Ramo Mixto
ORGANISMO_REMITE|15|Juzgados de Primera Instancia de Familia
ORGANISMO_REMITE|16|Juzgados de Adolescentes en Conflicto con la Ley Penal
ORGANISMO_REMITE|17|Ministerio Público (como órgano estatal)
ORGANISMO_REMITE|18|Este mismo órgano
ORGANISMO_REMITE|99|Ignorado
